bald eagle,michigan,june 20
shoebill,missouri,june 17
common teal,maine,october 16
long-tailed duck,missouri,july 01
albatross,kentucky,may 08
bald eagle,new york,march 25
stork,kentucky,august 22
flamingo,kansas,june 27
bald eagle,kentucky,june 29
vulture,new york,july 17
albatross,new york,may 05
vulture,missouri,august 19
flamingo,new york,june 20
stork,maine,may 04
common teal,new york,june 12
common teal,missouri,september 12
albatross,kentucky,september 01
long-tailed duck,kentucky,august 09
stork,new york,august 14
albatross,missouri,august 29
bald eagle,maine,april 20
bald eagle,kentucky,august 26
flamingo,kentucky,july 12
long-tailed duck,michigan,august 13
vulture,maine,june 26
little grebe,kentucky,july 09
heron,kansas,august 20
vulture,kansas,august 04
bald eagle,new york,july 23
long-tailed duck,missouri,july 06
vulture,kentucky,june 14
common teal,michigan,may 25
albatross,kansas,february 16
albatross,maine,july 20
stork,maine,september 06
common teal,missouri,june 14
stork,new york,june 23
common teal,missouri,july 25
albatross,new york,june 13
bald eagle,michigan,august 06
long-tailed duck,kentucky,june 25
heron,michigan,april 16
flamingo,kentucky,september 16
vulture,kansas,may 23
little grebe,kansas,july 31
vulture,missouri,april 22
bald eagle,maine,june 25
bald eagle,kentucky,july 14
flamingo,kentucky,october 23
heron,kansas,august 20
little grebe,maine,august 16
little grebe,michigan,may 03
stork,new york,june 29
little grebe,kansas,july 31
shoebill,kentucky,july 05
long-tailed duck,kansas,july 12
stork,kansas,may 24
flamingo,kentucky,july 14
heron,kansas,august 19
vulture,michigan,september 29
common teal,kansas,june 18
heron,new york,june 02
vulture,missouri,august 08
heron,michigan,june 26
common teal,maine,august 03
stork,new york,june 19
common teal,new york,february 19
little grebe,new york,august 28
vulture,missouri,june 11
little grebe,michigan,march 22
common teal,maine,august 24
bald eagle,new york,august 23
albatross,kansas,june 14
common teal,new york,july 31
common teal,kentucky,september 12
heron,missouri,july 26
vulture,new york,july 03
heron,michigan,july 07
albatross,michigan,july 23
stork,kansas,july 25
little grebe,kansas,july 26
stork,kansas,august 01
shoebill,michigan,july 02
heron,kentucky,june 30
long-tailed duck,kansas,july 17
common teal,new york,september 04
shoebill,maine,september 05
vulture,missouri,july 06
albatross,maine,august 07
stork,maine,june 09
long-tailed duck,new york,september 22
common teal,missouri,august 11
long-tailed duck,kansas,august 14
bald eagle,maine,september 05
stork,kansas,may 15
vulture,maine,june 30
little grebe,new york,may 20
long-tailed duck,michigan,july 27
vulture,michigan,june 14
long-tailed duck,michigan,may 07
flamingo,maine,august 04
vulture,maine,june 06
heron,kansas,august 23
common teal,kentucky,september 08
heron,new york,august 31
albatross,missouri,july 15
little grebe,kentucky,october 07
albatross,kansas,july 30
stork,kansas,july 11
little grebe,kansas,november 08
heron,michigan,june 03
vulture,kentucky,june 10
stork,michigan,december 29
albatross,michigan,september 01
vulture,maine,may 26
albatross,kentucky,july 21
albatross,maine,may 22
vulture,missouri,may 13
vulture,new york,august 12
common teal,kentucky,june 19
flamingo,new york,may 29
long-tailed duck,maine,september 13
shoebill,missouri,september 01
little grebe,maine,july 21
little grebe,kentucky,july 27
vulture,maine,august 09
vulture,new york,july 06
albatross,maine,april 20
albatross,michigan,may 27
albatross,new york,august 01
long-tailed duck,new york,august 07
heron,michigan,november 08
albatross,michigan,june 08
heron,kentucky,september 25
vulture,michigan,august 05
long-tailed duck,missouri,august 01
stork,michigan,march 30
bald eagle,missouri,july 17
little grebe,kansas,september 07
heron,michigan,june 05
bald eagle,michigan,july 05
albatross,kentucky,may 08
albatross,new york,july 02
flamingo,new york,august 14
heron,missouri,august 17
long-tailed duck,kentucky,september 08
common teal,missouri,august 17
albatross,new york,june 27
stork,maine,june 27
long-tailed duck,michigan,june 09
shoebill,michigan,november 28
bald eagle,kansas,june 06
heron,michigan,august 14
long-tailed duck,missouri,september 29
vulture,kentucky,july 19
stork,kansas,june 24
stork,new york,april 17
little grebe,maine,june 12
stork,new york,july 02
little grebe,maine,april 19
common teal,new york,august 22
flamingo,michigan,july 17
heron,kansas,july 17
bald eagle,new york,august 06
flamingo,michigan,april 30
bald eagle,kentucky,september 28
bald eagle,maine,april 26
common teal,michigan,june 27
vulture,kansas,july 15
vulture,michigan,july 04
shoebill,missouri,august 07
stork,kansas,may 17
heron,michigan,august 30
little grebe,kansas,may 19
vulture,michigan,august 08
vulture,maine,august 13
albatross,new york,september 22
bald eagle,missouri,june 30
long-tailed duck,kentucky,june 21
vulture,missouri,july 10
bald eagle,missouri,august 10
stork,michigan,july 14
albatross,missouri,july 04
albatross,missouri,august 05
heron,maine,july 10
albatross,missouri,august 06
albatross,new york,may 19
shoebill,kentucky,october 06
albatross,kentucky,july 16
shoebill,kentucky,june 28
long-tailed duck,kentucky,june 05
little grebe,kentucky,july 23
flamingo,michigan,july 08
long-tailed duck,missouri,august 08
flamingo,michigan,november 06
shoebill,new york,july 15
albatross,kentucky,july 28
shoebill,maine,august 06
little grebe,michigan,june 17
heron,new york,august 24
shoebill,new york,july 13
shoebill,missouri,july 23
common teal,kansas,may 15
stork,kentucky,august 17
long-tailed duck,kansas,august 16
little grebe,kansas,june 14
little grebe,missouri,july 20
vulture,michigan,june 12
long-tailed duck,michigan,november 23
flamingo,michigan,june 15
heron,maine,august 09
vulture,new york,september 27
albatross,maine,july 19
albatross,missouri,june 20
shoebill,missouri,may 26
shoebill,kentucky,may 31
flamingo,missouri,june 09
vulture,kentucky,august 18
stork,kansas,july 19
bald eagle,michigan,august 09
stork,kansas,september 04
flamingo,missouri,august 04
heron,kansas,april 03
bald eagle,missouri,april 28
bald eagle,new york,august 03
heron,new york,september 10
heron,kansas,august 24
heron,michigan,july 27
little grebe,kentucky,august 25
albatross,missouri,august 22
bald eagle,kentucky,july 14
shoebill,kansas,june 08
albatross,kansas,july 13
flamingo,michigan,june 26
vulture,kentucky,september 14
vulture,new york,august 10
heron,michigan,june 17
stork,michigan,september 30
heron,missouri,june 29
little grebe,kentucky,march 08
stork,maine,august 11
shoebill,kansas,june 24
bald eagle,kansas,may 20
long-tailed duck,michigan,june 19
flamingo,new york,may 28
stork,michigan,september 12
stork,missouri,april 25
long-tailed duck,missouri,july 24
heron,michigan,june 01
long-tailed duck,michigan,may 20
flamingo,new york,october 16
little grebe,maine,september 01
heron,kentucky,august 29
flamingo,kentucky,june 06
vulture,maine,october 07
albatross,kentucky,march 23
stork,kansas,june 19
common teal,new york,june 29
long-tailed duck,new york,june 26
long-tailed duck,missouri,june 18
bald eagle,maine,november 15
bald eagle,kansas,september 11
common teal,michigan,june 04
long-tailed duck,kentucky,may 31
flamingo,maine,may 25
albatross,maine,august 07
stork,michigan,september 24
common teal,missouri,july 24
flamingo,maine,june 15
vulture,maine,july 12
flamingo,kansas,august 17
bald eagle,maine,april 22
heron,missouri,july 27
stork,kentucky,august 14
long-tailed duck,new york,april 07
little grebe,kansas,may 18
little grebe,kentucky,august 13
common teal,maine,september 24
shoebill,missouri,may 08
flamingo,new york,june 08
flamingo,missouri,june 12
vulture,new york,july 24
little grebe,kansas,july 07
long-tailed duck,kansas,august 03
bald eagle,kentucky,july 08
vulture,new york,july 02
long-tailed duck,new york,june 18
flamingo,new york,july 09
albatross,new york,june 02
little grebe,maine,august 19
little grebe,missouri,june 29
flamingo,kentucky,may 18
flamingo,missouri,september 10
vulture,michigan,september 11
shoebill,kansas,july 06
bald eagle,kentucky,august 20
albatross,kansas,september 04
heron,new york,may 25
vulture,maine,august 17
bald eagle,kentucky,july 07
little grebe,maine,september 12
flamingo,maine,august 03
shoebill,kansas,october 24
stork,michigan,june 28
albatross,kansas,july 17
bald eagle,kansas,july 03
shoebill,kansas,april 27
vulture,michigan,july 14
shoebill,new york,june 17
shoebill,new york,july 22
vulture,new york,august 04
bald eagle,kansas,july 18
common teal,kentucky,august 20
common teal,michigan,june 25
bald eagle,maine,may 17
flamingo,kansas,august 09
flamingo,new york,may 16
heron,missouri,july 20
common teal,kentucky,august 06
vulture,kentucky,july 29
long-tailed duck,kentucky,october 03
common teal,missouri,august 17
stork,michigan,august 14
flamingo,kansas,may 22
common teal,missouri,september 09
heron,new york,august 26
bald eagle,missouri,april 05
shoebill,missouri,july 17
heron,maine,august 04
shoebill,new york,september 07
little grebe,kentucky,august 21
flamingo,kansas,august 14
shoebill,missouri,july 16
bald eagle,kentucky,july 19
vulture,kansas,july 13
shoebill,kansas,august 14
bald eagle,maine,may 31
flamingo,kentucky,july 15
heron,maine,july 15
albatross,new york,august 18
common teal,maine,july 10
vulture,missouri,july 14
long-tailed duck,maine,august 10
albatross,missouri,september 28
albatross,maine,september 27
heron,kentucky,july 21
heron,michigan,august 18
vulture,kansas,july 09
little grebe,missouri,september 09
bald eagle,new york,august 08
little grebe,maine,june 18
bald eagle,maine,june 22
bald eagle,new york,july 03
flamingo,michigan,september 26
stork,kansas,august 25
long-tailed duck,new york,july 26
heron,kansas,july 12
stork,kansas,july 17
flamingo,new york,july 23
bald eagle,missouri,august 23
stork,kentucky,august 05
albatross,michigan,august 27
common teal,kentucky,august 02
long-tailed duck,missouri,june 07
flamingo,kentucky,may 20
heron,kentucky,september 01
albatross,michigan,march 17
heron,maine,may 13
bald eagle,missouri,may 13
long-tailed duck,maine,july 18
albatross,maine,september 15
heron,new york,july 14
bald eagle,kansas,july 14
stork,maine,june 17
long-tailed duck,kentucky,june 18
bald eagle,michigan,june 05
common teal,kansas,july 09
common teal,kansas,october 04
stork,new york,june 29
heron,new york,july 23
long-tailed duck,missouri,september 10
vulture,missouri,august 28
stork,maine,august 18
flamingo,kentucky,june 03
albatross,kentucky,april 28
stork,kansas,july 12
flamingo,kentucky,august 05
vulture,missouri,june 15
flamingo,kansas,june 26
little grebe,maine,september 30
vulture,michigan,july 23
flamingo,kansas,september 09
long-tailed duck,new york,may 04
vulture,kansas,june 29
vulture,maine,july 02
bald eagle,kansas,september 03
bald eagle,kentucky,june 13
bald eagle,new york,june 08
heron,maine,october 28
heron,kentucky,december 31
vulture,maine,july 03
shoebill,new york,october 12
long-tailed duck,maine,august 04
common teal,missouri,november 04
heron,michigan,may 27
albatross,missouri,april 09
long-tailed duck,kansas,august 26
stork,maine,march 18
vulture,kentucky,march 09
vulture,michigan,june 09
heron,missouri,july 09
common teal,new york,september 18
flamingo,maine,april 03
vulture,new york,april 18
long-tailed duck,new york,october 11
long-tailed duck,missouri,november 25
albatross,maine,august 06
heron,michigan,august 03
albatross,new york,july 05
stork,new york,may 22
long-tailed duck,maine,april 23
heron,kentucky,june 12
heron,new york,july 11
bald eagle,kansas,september 01
common teal,missouri,may 01
vulture,kansas,september 09
shoebill,missouri,august 19
common teal,new york,august 14
long-tailed duck,new york,august 19
bald eagle,kentucky,may 02
albatross,missouri,may 31
common teal,maine,september 05
flamingo,kansas,june 15
long-tailed duck,kansas,july 26
albatross,kansas,september 27
flamingo,michigan,june 09
stork,new york,july 30
stork,kentucky,august 29
vulture,new york,june 17
shoebill,kansas,may 27
albatross,michigan,september 05
albatross,missouri,august 19
heron,maine,july 14
albatross,kansas,may 09
long-tailed duck,missouri,september 06
heron,michigan,june 13
heron,maine,june 16
vulture,michigan,april 11
vulture,michigan,august 12
vulture,kansas,october 03
shoebill,maine,june 12
vulture,missouri,july 14
albatross,kansas,july 15
vulture,maine,august 31
albatross,kentucky,august 20
little grebe,kentucky,july 27
vulture,missouri,june 12
shoebill,missouri,august 26
heron,missouri,july 23
common teal,kentucky,september 09
albatross,michigan,june 11
albatross,kentucky,july 27
vulture,michigan,june 28
albatross,new york,july 20
stork,maine,june 24
long-tailed duck,kentucky,july 22
stork,maine,september 06
shoebill,maine,july 27
vulture,michigan,september 20
stork,missouri,june 21
heron,missouri,october 08
bald eagle,michigan,july 30
common teal,maine,may 14
albatross,maine,july 04
albatross,kansas,april 24
shoebill,kentucky,july 09
long-tailed duck,kentucky,july 21
bald eagle,michigan,august 01
albatross,new york,july 16
little grebe,new york,june 14
heron,kansas,april 30
shoebill,michigan,july 27
common teal,kansas,september 13
long-tailed duck,michigan,august 01
bald eagle,maine,july 03
shoebill,michigan,august 13
flamingo,kentucky,july 14
albatross,kansas,july 31
long-tailed duck,michigan,june 07
flamingo,maine,october 05
bald eagle,new york,august 22
flamingo,new york,september 01
albatross,kentucky,august 05
albatross,maine,august 04
bald eagle,michigan,september 16
bald eagle,maine,october 08
vulture,maine,july 10
heron,michigan,june 29
heron,kentucky,august 21
vulture,kentucky,october 08
albatross,new york,august 24
common teal,kentucky,september 20
shoebill,kentucky,august 09
vulture,maine,august 14
heron,kansas,october 12
albatross,kansas,may 27
little grebe,missouri,may 16
vulture,maine,august 21
vulture,kentucky,july 22
little grebe,maine,august 13
shoebill,maine,april 15
bald eagle,new york,july 01
bald eagle,kansas,august 09
vulture,michigan,july 25
bald eagle,new york,july 03
common teal,michigan,august 05
little grebe,kansas,august 01
bald eagle,missouri,june 01
vulture,kentucky,june 22
heron,new york,october 01
common teal,kentucky,june 20
flamingo,kentucky,july 20
albatross,maine,july 04
bald eagle,kansas,june 08
shoebill,kentucky,july 12
little grebe,missouri,june 30
long-tailed duck,missouri,may 29
common teal,kansas,september 03
bald eagle,kentucky,may 08
flamingo,missouri,may 10
bald eagle,michigan,july 08
stork,kentucky,july 22
flamingo,maine,august 15
albatross,michigan,november 09
shoebill,kentucky,june 07
shoebill,new york,september 14
flamingo,missouri,october 02
albatross,new york,june 18
flamingo,maine,may 28
shoebill,kansas,august 22
little grebe,maine,june 28
stork,missouri,june 23
long-tailed duck,maine,july 19
albatross,kansas,september 11
albatross,maine,june 19
little grebe,maine,july 21
little grebe,maine,september 02
common teal,maine,july 17
albatross,maine,may 27
flamingo,michigan,october 11
long-tailed duck,michigan,august 13
shoebill,missouri,april 22
shoebill,new york,july 21
long-tailed duck,kansas,june 16
long-tailed duck,maine,august 20
vulture,kentucky,august 25
bald eagle,maine,july 13
common teal,new york,june 08
heron,michigan,june 03
shoebill,maine,march 22
long-tailed duck,kansas,july 16
shoebill,new york,may 27
common teal,missouri,july 24
vulture,maine,may 04
vulture,michigan,july 04
common teal,kentucky,june 27
flamingo,kansas,june 28
albatross,maine,november 09
flamingo,kansas,june 23
flamingo,maine,july 24
shoebill,new york,july 22
shoebill,kentucky,october 20
flamingo,kentucky,june 16
long-tailed duck,new york,june 25
heron,michigan,april 22
little grebe,kentucky,july 02
vulture,kansas,september 07
albatross,new york,june 05
stork,michigan,august 20
heron,new york,may 20
little grebe,missouri,may 10
common teal,maine,may 08
flamingo,kentucky,october 28
vulture,kansas,july 15
common teal,maine,may 31
little grebe,new york,may 24
heron,kansas,september 19
little grebe,kentucky,july 05
long-tailed duck,maine,july 25
bald eagle,new york,august 22
albatross,kansas,august 06
flamingo,kentucky,august 09
little grebe,missouri,june 08
vulture,michigan,july 29
heron,michigan,september 27
common teal,kansas,august 25
heron,maine,july 12
flamingo,new york,june 10
bald eagle,missouri,june 11
common teal,michigan,august 26
heron,new york,june 04
long-tailed duck,kentucky,july 28
shoebill,maine,august 18
heron,kansas,july 08
heron,michigan,june 23
flamingo,michigan,august 22
bald eagle,michigan,october 18
stork,michigan,may 02
vulture,missouri,august 16
shoebill,new york,october 02
flamingo,kansas,june 12
heron,michigan,august 19
bald eagle,new york,july 14
heron,new york,august 12
common teal,michigan,august 22
heron,missouri,july 15
flamingo,kentucky,april 13
stork,kentucky,october 02
little grebe,michigan,august 06
heron,maine,august 27
little grebe,kansas,june 26
vulture,new york,august 06
flamingo,kentucky,november 07
albatross,kansas,may 25
vulture,missouri,october 09
stork,kentucky,october 12
heron,maine,august 04
common teal,missouri,august 08
little grebe,new york,may 27
stork,michigan,september 04
albatross,new york,may 09
stork,maine,july 09
stork,missouri,september 03
vulture,michigan,august 26
heron,maine,september 14
stork,maine,july 21
albatross,new york,february 11
little grebe,kentucky,september 15
heron,kansas,july 21
long-tailed duck,kentucky,september 15
long-tailed duck,maine,april 09
little grebe,maine,may 23
stork,missouri,august 05
albatross,missouri,august 25
shoebill,new york,august 09
stork,michigan,august 01
heron,michigan,july 15
vulture,maine,august 29
shoebill,kentucky,august 22
flamingo,maine,august 09
little grebe,kansas,july 11
heron,kentucky,october 08
stork,kentucky,august 16
flamingo,michigan,august 18
shoebill,maine,september 15
vulture,michigan,march 20
heron,kentucky,july 02
albatross,maine,august 17
little grebe,new york,august 29
albatross,michigan,august 05
flamingo,kentucky,september 27
flamingo,missouri,august 08
heron,new york,july 23
stork,kansas,august 02
bald eagle,new york,may 21
stork,missouri,august 06
long-tailed duck,michigan,june 09
bald eagle,kansas,august 07
bald eagle,missouri,august 13
stork,michigan,may 27
long-tailed duck,michigan,november 22
shoebill,kansas,july 22
flamingo,missouri,august 06
little grebe,michigan,august 04
shoebill,maine,october 05
vulture,michigan,october 03
long-tailed duck,kansas,september 08
albatross,maine,august 07
little grebe,new york,july 27
stork,maine,june 23
little grebe,michigan,june 24
albatross,missouri,june 14
little grebe,michigan,july 23
albatross,michigan,august 27
little grebe,missouri,april 13
little grebe,new york,may 07
stork,michigan,august 28
vulture,kentucky,july 08
stork,michigan,may 25
common teal,maine,july 25
albatross,maine,july 25
heron,michigan,august 28
vulture,missouri,july 02
common teal,maine,august 17
common teal,michigan,june 25
shoebill,michigan,july 19
heron,new york,august 21
stork,michigan,september 14
stork,maine,may 24
long-tailed duck,maine,august 23
albatross,maine,september 24
flamingo,maine,march 19
vulture,new york,may 18
bald eagle,maine,august 21
stork,kansas,april 06
shoebill,missouri,june 08
vulture,new york,september 07
common teal,maine,august 07
long-tailed duck,missouri,may 15
shoebill,kentucky,april 11
albatross,missouri,april 15
vulture,michigan,july 09
bald eagle,michigan,may 25
vulture,missouri,june 06
little grebe,maine,august 07
flamingo,new york,september 28
albatross,maine,august 22
bald eagle,new york,july 28
albatross,kansas,june 06
bald eagle,missouri,september 07
common teal,missouri,june 19
long-tailed duck,missouri,june 28
heron,michigan,may 15
common teal,missouri,july 27
heron,new york,september 05
long-tailed duck,new york,may 26
shoebill,new york,june 09
bald eagle,new york,may 25
common teal,kentucky,august 26
little grebe,new york,august 17
long-tailed duck,kansas,july 03
vulture,kansas,october 15
little grebe,michigan,august 06
bald eagle,michigan,june 19
stork,michigan,august 09
little grebe,maine,may 18
little grebe,missouri,july 24
heron,kansas,may 20
shoebill,kentucky,october 23
long-tailed duck,missouri,july 13
long-tailed duck,maine,june 03
flamingo,kansas,june 09
little grebe,missouri,october 16
vulture,maine,may 05
bald eagle,kentucky,july 08
shoebill,missouri,september 21
little grebe,maine,july 03
stork,new york,july 16
common teal,missouri,september 18
albatross,maine,june 11
vulture,kentucky,july 14
flamingo,maine,july 10
common teal,kansas,july 13
stork,maine,august 22
stork,new york,october 09
bald eagle,kansas,june 23
vulture,michigan,may 12
bald eagle,new york,april 09
flamingo,new york,may 29
heron,michigan,july 21
vulture,kansas,june 30
vulture,missouri,june 26
heron,maine,may 14
long-tailed duck,missouri,august 15
shoebill,michigan,september 12
heron,michigan,august 05
little grebe,new york,june 30
stork,maine,september 28
little grebe,new york,june 09
bald eagle,missouri,june 21
little grebe,missouri,may 23
little grebe,kentucky,june 29
common teal,michigan,may 16
little grebe,kentucky,august 03
shoebill,michigan,august 07
bald eagle,michigan,june 19
heron,kansas,august 08
common teal,kansas,september 16
bald eagle,missouri,july 03
albatross,new york,june 17
heron,michigan,september 09
albatross,kansas,may 13
bald eagle,maine,september 30
long-tailed duck,missouri,october 20
bald eagle,michigan,may 19
flamingo,kansas,july 02
little grebe,new york,july 17
little grebe,kansas,july 09
long-tailed duck,kansas,july 05
vulture,michigan,july 15
long-tailed duck,new york,october 16
heron,kansas,may 30
albatross,kansas,september 28
vulture,michigan,october 08
common teal,kentucky,july 07
common teal,missouri,june 27
vulture,new york,june 10
little grebe,kansas,july 28
heron,kentucky,june 09
bald eagle,new york,april 10
little grebe,michigan,june 15
little grebe,missouri,april 21
stork,kentucky,october 05
shoebill,maine,july 27
bald eagle,michigan,october 26
long-tailed duck,new york,july 06
flamingo,new york,september 04
heron,maine,july 04
long-tailed duck,kansas,august 03
shoebill,maine,july 21
flamingo,kansas,september 18
flamingo,new york,may 19
flamingo,kentucky,july 26
heron,maine,july 31
flamingo,missouri,april 27
stork,kansas,august 04
stork,kentucky,november 10
bald eagle,missouri,june 11
vulture,michigan,june 16
long-tailed duck,kansas,may 15
common teal,new york,august 06
shoebill,maine,july 10
shoebill,kentucky,april 06
albatross,maine,may 09
flamingo,michigan,july 13
shoebill,kansas,july 22
stork,maine,september 08
heron,kansas,september 01
common teal,new york,july 14
long-tailed duck,maine,june 05
flamingo,kansas,july 21
albatross,new york,may 27
heron,michigan,july 04
common teal,kentucky,august 19
shoebill,maine,april 02
flamingo,michigan,june 12
flamingo,maine,august 26
heron,new york,july 08
vulture,new york,may 27
common teal,kansas,july 31
shoebill,kentucky,september 17
stork,new york,july 23
shoebill,new york,july 17
vulture,michigan,july 16
stork,maine,july 20
flamingo,michigan,september 14
little grebe,kansas,june 19
shoebill,kentucky,august 01
stork,missouri,october 01
stork,michigan,may 22
flamingo,maine,september 12
little grebe,maine,june 10
little grebe,michigan,may 13
long-tailed duck,new york,july 20
albatross,kentucky,august 29
stork,kansas,june 28
common teal,kentucky,may 02
flamingo,michigan,march 15
heron,michigan,august 23
heron,kentucky,july 31
albatross,new york,august 17
long-tailed duck,maine,june 13
bald eagle,kansas,june 14
stork,missouri,april 14
little grebe,maine,october 28
common teal,maine,june 29
vulture,kansas,july 20
vulture,new york,june 24
shoebill,michigan,august 15
heron,kansas,june 29
shoebill,maine,july 14
flamingo,kentucky,june 16
vulture,missouri,june 15
little grebe,missouri,july 12
vulture,michigan,july 17
common teal,new york,april 20
common teal,kansas,june 07
vulture,michigan,june 09
common teal,new york,october 24
long-tailed duck,kentucky,august 22
shoebill,maine,september 06
bald eagle,michigan,september 04
shoebill,michigan,september 23
albatross,maine,june 22
albatross,missouri,june 25
stork,michigan,july 10
heron,kansas,august 25
long-tailed duck,missouri,july 07
albatross,new york,june 12
bald eagle,michigan,june 16
albatross,missouri,june 03
long-tailed duck,kentucky,july 23
shoebill,michigan,september 03
shoebill,michigan,august 25
albatross,new york,september 24
long-tailed duck,maine,august 09
bald eagle,missouri,june 24
common teal,missouri,july 09
albatross,maine,june 04
vulture,new york,may 18
stork,maine,may 31
stork,kansas,july 04
flamingo,michigan,july 28
heron,kansas,september 10
heron,new york,july 28
common teal,maine,july 12
little grebe,missouri,june 28
heron,missouri,july 27
stork,missouri,june 16
albatross,michigan,september 01
common teal,new york,june 22
vulture,new york,december 07
albatross,maine,april 17
common teal,michigan,july 20
flamingo,new york,june 11
vulture,kentucky,july 26
long-tailed duck,maine,july 15
vulture,kansas,august 08
common teal,kentucky,september 18
stork,maine,september 29
little grebe,kansas,july 18
stork,maine,october 07
vulture,kansas,august 20
stork,maine,august 11
long-tailed duck,kansas,august 02
common teal,missouri,july 07
albatross,michigan,august 21
bald eagle,michigan,july 12
common teal,michigan,may 13
stork,missouri,july 24
heron,michigan,july 19
little grebe,missouri,may 30
shoebill,maine,may 08
flamingo,kansas,june 16
bald eagle,kansas,july 24
flamingo,new york,august 02
bald eagle,michigan,august 24
little grebe,michigan,september 21
long-tailed duck,new york,october 16
little grebe,kansas,august 28
bald eagle,new york,august 27
flamingo,kentucky,may 26
stork,kansas,june 28
flamingo,maine,may 16
long-tailed duck,new york,may 27
shoebill,kentucky,may 24
long-tailed duck,maine,august 14
bald eagle,maine,june 24
vulture,michigan,may 05
heron,missouri,may 23
shoebill,maine,august 01
common teal,kentucky,july 25
stork,kansas,august 04
shoebill,maine,july 11
heron,kentucky,april 28
shoebill,maine,june 18
shoebill,maine,july 29
common teal,maine,may 22
flamingo,missouri,july 02
heron,michigan,august 21
shoebill,missouri,october 04
vulture,michigan,june 01
shoebill,michigan,august 13
little grebe,kentucky,july 31
heron,kansas,may 26
little grebe,new york,july 28
stork,michigan,july 31
common teal,kansas,june 28
albatross,kansas,august 15
little grebe,kansas,july 20
heron,kentucky,june 12
little grebe,michigan,june 12
vulture,maine,july 26
flamingo,kentucky,august 19
common teal,new york,september 30
long-tailed duck,maine,september 05
stork,new york,july 22
albatross,new york,june 11
long-tailed duck,missouri,august 20
shoebill,kentucky,july 14
common teal,missouri,may 10
shoebill,kansas,july 09
long-tailed duck,new york,august 04
common teal,kansas,august 29
flamingo,kansas,august 09
stork,michigan,july 01
heron,michigan,june 20
common teal,maine,may 20
vulture,new york,may 16
vulture,new york,october 03
shoebill,kentucky,september 11
shoebill,missouri,july 15
vulture,michigan,june 05
bald eagle,michigan,june 01
albatross,kansas,june 17
albatross,kansas,july 10
shoebill,kentucky,october 23
vulture,new york,april 17
shoebill,kentucky,june 17
bald eagle,missouri,may 30
stork,kansas,october 08
albatross,michigan,august 28
common teal,kansas,august 24
stork,michigan,july 26
long-tailed duck,kansas,july 05
heron,new york,june 02
heron,kansas,july 16
vulture,michigan,july 12
flamingo,missouri,july 22
vulture,kentucky,july 25
shoebill,maine,july 01
long-tailed duck,kansas,june 25
